	One_digit_id	Chain_pdbff	Number_of_residues	UA_Active_site	UA_Binding_site	UA_Cross-link	UA_DNA_binding	UA_Glycosylation	UA_Intramembrane	UA_Lipidation	UA_Natural_variant	UA_Repeat	UA_Site	UA_Transmembrane	UA_Zinc_finger	Helices[G,H,I]	HelicesPercent[G,H,I]	Strands[E,B]	StrandsPercent[E,B]	Loops[E,B]	LoopsPercent[E,B]	pH_pHcrystal	⟨Z⟩_Complex_pH7	⟨Z⟩_Monomer_pH7	⟨Z⟩_Complex_pHcrystal	⟨Z⟩_Monomer_pHcrystal	⟨Z²⟩-⟨Z⟩²_Complex_pH7	⟨Z²⟩-⟨Z⟩²_Monomer_pH7	⟨Z²⟩-⟨Z⟩²_Complex_pHcrystal	⟨Z²⟩-⟨Z⟩²_Monomer_pHcrystal	⟨μ⟩_Complex_pH7	⟨μ⟩_Monomer_pH7	⟨μ⟩_Complex_pHcrystal	⟨μ⟩_Monomer_pHcrystal	⟨μ²⟩-⟨μ⟩²_Complex_pH7	⟨μ²⟩-⟨μ⟩²_Monomer_pH7	⟨μ²⟩-⟨μ⟩²_Complex_pHcrystal	⟨μ²⟩-⟨μ⟩²_Monomer_pHcrystal	SASA_Complex	SASA_Monomer	SASA_interface	Number_of_glycans	Number_of_modelled_residues
12460	8zby_0	A	1041	0	0	0	0	0	0	0	0	0	0	0	0	206	0.2	297	0.29	233	0.22	8.0	13.6	8.35	8.32	4.48	4.35	2.65	3.84	2.39	739.73	502.71	756.29	517.79	19993.1	4964.72	15053.2	5210.3	59902.1	60747.9	845.8	12	31
12461	8zby_0	B	448	0	0	0	0	0	0	0	0	0	0	0	0	20	0.04	210	0.47	110	0.25	8.0	13.6	5.31	8.32	3.93	4.35	1.55	3.84	1.36	739.73	110.27	756.29	106.99	19993.1	729.33	15053.2	615.11	20370.0	21206.2	836.2	0	14
12462	8zbz_1	A	1041	0	0	0	0	21	0	0	82	0	4	0	0	207	0.2	266	0.26	232	0.22	8.0	10.11	4.84	4.66	1.06	3.81	2.7	3.87	2.22	1012.85	693.44	1023.73	688.62	17823.6	4472.99	14508.6	4620.37	62035.3	62835.0	799.7	13	47
12463	8zbz_1	B	448	0	0	0	0	0	0	0	0	0	0	0	0	14	0.03	134	0.3	116	0.26	8.0	10.11	5.19	4.66	3.79	3.81	1.63	3.87	1.47	1012.85	93.27	1023.73	93.56	17823.6	771.77	14508.6	688.33	20462.2	21258.7	796.5	0	14
12464	8zc0_0	A	1041	0	0	0	0	21	0	0	82	0	4	0	0	198	0.19	283	0.27	251	0.24	8.0	10.12	4.91	4.7	1.04	3.8	2.6	3.94	2.31	1037.45	714.58	1048.97	711.49	17638.7	4735.89	13886.9	4561.15	57435.5	58527.5	1092.0	13	47
12465	8zc0_0	B	448	0	0	0	0	0	0	0	0	0	0	0	0	16	0.04	170	0.38	112	0.25	8.0	10.12	5.19	4.7	3.81	3.8	1.62	3.94	1.43	1037.45	100.12	1048.97	99.77	17638.7	731.8	13886.9	651.04	20664.9	21633.3	968.4	0	14
12466	8zc1_0	A	175	0	0	0	0	1	0	0	27	0	0	0	0	17	0.1	36	0.21	54	0.31	8.0	13.3	8.01	11.14	7.27	2.21	0.65	2.61	1.15	88.24	97.15	85.29	93.86	501.4	80.84	686.15	138.22	9990.3	10882.0	891.7	0	12
12467	8zc1_0	B	448	0	0	0	0	0	0	0	0	0	0	0	0	19	0.04	182	0.41	116	0.26	8.0	13.3	5.3	11.14	3.91	2.21	1.69	2.61	1.4	88.24	97.61	85.29	96.27	501.4	694.7	686.15	593.5	21291.5	22183.5	892.0	0	14
12468	8zc2_0	A	1041	0	0	0	0	21	0	0	82	0	4	0	0	207	0.2	281	0.27	239	0.23	8.0	10.05	4.82	4.66	1.0	3.79	2.57	3.99	2.3	995.65	670.54	1013.25	672.82	18072.9	4618.23	13781.4	4536.01	58078.9	59081.9	1003.0	10	47
12469	8zc2_0	B	448	0	0	0	0	0	0	0	0	0	0	0	0	15	0.03	164	0.37	115	0.26	8.0	10.05	5.2	4.66	3.8	3.79	1.63	3.99	1.45	995.65	101.07	1013.25	100.41	18072.9	766.65	13781.4	676.78	20803.3	21710.8	907.5	0	14
12470	8zc3_1	A	1052	0	0	0	0	22	0	0	85	0	4	0	0	204	0.19	287	0.27	254	0.24	8.0	9.86	4.71	4.8	0.91	3.92	2.46	3.62	2.34	1014.53	692.68	1031.36	696.8	17499.4	4852.28	13385.9	4728.53	61115.9	62025.7	909.8	13	58
12471	8zc3_1	B	448	0	0	0	0	0	0	0	0	0	0	0	0	12	0.03	142	0.32	111	0.25	8.0	9.86	5.18	4.8	3.82	3.92	1.62	3.62	1.43	1014.53	88.68	1031.36	88.84	17499.4	663.62	13385.9	589.17	20859.7	21781.9	922.2	0	14
12472	8zc4_0	A	1052	0	0	0	0	22	0	0	85	0	4	0	0	205	0.19	290	0.28	255	0.24	8.0	9.83	4.69	4.7	0.83	3.81	2.36	3.7	2.34	987.53	660.98	1001.03	663.72	17605.4	4859.4	13889.8	4894.58	57616.8	58624.1	1007.3	11	58
12473	8zc4_0	B	448	0	0	0	0	0	0	0	0	0	0	0	0	7	0.02	172	0.38	120	0.27	8.0	9.83	5.19	4.7	3.79	3.81	1.62	3.7	1.45	987.53	100.34	1001.03	99.88	17605.4	727.41	13889.8	646.86	20502.5	21460.4	957.9	0	14
12474	8zc5_1	A	196	0	0	0	0	1	0	0	28	0	0	0	0	16	0.08	42	0.21	63	0.32	8.0	4.6	5.26	3.03	4.31	2.08	0.86	2.66	1.11	95.02	131.62	96.05	129.68	699.1	317.6	864.62	333.21	9925.4	10800.3	874.9	1	0
12475	8zc5_1	B	233	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	98	0.42	62	0.27	8.0	4.6	-0.61	3.03	-1.25	2.08	1.33	2.66	1.3	95.02	40.46	96.05	42.65	699.1	191.88	864.62	208.57	9948.2	10782.8	834.6	0	0
12476	8zc6_0	A	1052	0	0	0	0	22	0	0	85	0	4	0	0	207	0.2	262	0.25	262	0.25	8.0	9.94	4.78	4.69	0.84	3.86	2.37	3.78	2.39	1003.63	680.84	1020.72	692.01	17568.7	4924.08	13882.7	4795.55	58147.6	59151.7	1004.1	9	58
12477	8zc6_0	B	448	0	0	0	0	0	0	0	0	0	0	0	0	10	0.02	169	0.38	115	0.26	8.0	9.94	5.19	4.69	3.78	3.86	1.64	3.78	1.47	1003.63	96.4	1020.72	95.6	17568.7	773.55	13882.7	679.06	20448.8	21416.7	967.9	0	14
12478	8zca_0	A	114	0	0	0	0	0	0	0	0	0	0	0	0	17	0.15	54	0.47	21	0.18	7.0	3.19	-1.75	3.19	-1.75	1.97	0.73	1.97	0.73	248.41	52.92	248.41	52.92	1460.19	144.01	1460.19	144.01	5626.5	6280.8	654.3	0	0
12479	8zca_0	B	435	0	0	0	0	0	0	0	0	0	0	0	0	26	0.06	219	0.5	86	0.2	7.0	3.19	4.88	3.19	4.88	1.97	1.31	1.97	1.31	248.41	134.74	248.41	134.74	1460.19	627.53	1460.19	627.53	18448.1	19103.3	655.2	0	5
12480	8zce_0	A	579	0	0	0	0	0	0	0	0	0	0	0	0	128	0.22	191	0.33	146	0.25	6.0	5.33	1.33	11.76	7.59	2.81	2.36	4.36	3.74	258.55	337.36	304.91	354.63	927.14	354.96	1377.86	741.64	26300.1	27589.8	1289.7	0	17
12481	8zce_0	B	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	41	0.33	39	0.31	6.0	5.33	4.0	11.76	4.08	2.81	0.56	4.36	0.57	258.55	27.12	304.91	27.1	927.14	17.01	1377.86	18.14	4849.4	6175.5	1326.1	0	0
12482	8zcf_0	A	579	0	0	0	0	0	0	0	0	0	0	0	0	131	0.23	201	0.35	139	0.24	7.5	5.28	1.3	3.62	-0.29	2.77	2.28	2.1	1.53	264.0	341.24	258.6	342.46	918.3	335.92	767.74	270.34	26591.5	27931.5	1340.0	0	17
12483	8zcf_0	B	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	27	0.21	41	0.33	7.5	5.28	4.0	3.62	3.92	2.77	0.56	2.1	0.62	264.0	34.65	258.6	34.74	918.3	22.42	767.74	24.78	5038.9	6458.9	1420.0	0	0
12484	8zcj_0	A	563	0	16	0	0	0	0	0	13	295	0	0	0	114	0.2	177	0.31	147	0.26	7.5	-8.32	-8.86	-10.68	-10.8	3.7	2.74	2.57	1.72	457.46	311.85	473.96	315.97	1955.68	860.36	1466.28	649.81	26455.2	27427.0	971.8	0	0
12485	8zcj_0	B	233	0	0	0	0	0	0	0	0	0	0	0	0	3	0.01	96	0.41	62	0.27	7.5	-8.32	0.43	-10.68	0.04	3.7	0.92	2.57	0.83	457.46	89.16	473.96	87.33	1955.68	146.78	1466.28	140.38	10796.1	11668.8	872.7	0	0
12486	8zd1_0	A	576	0	22	1	0	0	0	0	31	295	0	0	0	133	0.23	199	0.35	141	0.24	6.2	1.26	-0.12	7.44	4.89	3.57	2.72	5.27	4.12	380.78	310.29	368.79	322.36	1239.69	713.89	1434.94	1033.49	27054.0	28057.9	1003.9	0	0
12487	8zd1_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	107	0.46	51	0.22	6.2	1.26	1.28	7.44	2.46	3.57	0.92	5.27	1.3	380.78	70.62	368.8	75.28	1239.69	110.74	1434.94	159.52	10787.8	11636.9	849.1	0	0
12488	8zd5_2	A	153	0	7	0	0	0	0	1	0	0	0	0	0	9	0.06	65	0.42	45	0.29	8.5	-10.41	-1.59	-13.86	-3.06	1.81	1.42	2.16	0.65	226.86	38.56	202.81	43.51	1716.77	195.4	1453.48	168.07	7090.7	7729.1	638.4	0	0
12489	8zd5_2	B	325	0	0	0	0	0	0	0	0	0	0	0	0	92	0.28	115	0.35	58	0.18	8.5	-10.41	-8.86	-13.86	-10.9	1.81	0.27	2.16	1.54	226.86	156.79	202.81	147.29	1716.77	84.71	1453.48	358.64	17241.8	17804.4	562.6	0	8
12490	8zd6_1	A	153	0	7	0	0	0	0	1	0	0	0	0	0	9	0.06	65	0.42	46	0.3	7.5	-9.53	-1.6	-10.68	-2.43	2.25	1.43	1.74	1.0	215.79	39.3	197.43	42.01	2108.54	206.38	1688.24	188.27	7148.6	7824.0	675.4	0	0
12491	8zd6_1	B	321	0	0	0	0	0	0	0	0	0	0	0	0	85	0.26	115	0.36	58	0.18	7.5	-9.53	-8.02	-10.68	-8.34	2.25	0.77	1.74	0.79	215.79	152.64	197.43	150.91	2108.54	172.87	1688.24	162.0	18290.8	18872.5	581.7	0	9
12492	8zdw_0	A	321	0	0	0	0	6	0	0	0	0	0	0	0	21	0.07	117	0.36	71	0.22	8.0	6.68	2.8	3.4	1.22	2.99	1.42	1.97	0.79	134.78	120.55	131.33	131.4	844.31	1429.3	509.15	972.61	16318.3	17317.5	999.2	5	0
12493	8zdw_0	B	439	0	0	0	0	0	0	0	0	0	0	0	0	14	0.03	203	0.46	109	0.25	8.0	6.68	3.76	3.4	2.15	2.99	1.41	1.97	1.22	134.78	80.36	131.33	78.35	844.31	573.58	509.15	560.52	19968.1	21016.0	1047.9	0	0
12494	8zer_2	A	389	0	0	0	0	2	0	0	56	0	0	0	0	45	0.12	101	0.26	112	0.29	6.5	2.28	3.74	3.0	4.34	1.58	1.25	1.8	1.3	90.4	41.54	97.22	43.83	250.66	257.94	325.26	359.71	18742.6	20351.2	1608.6	2	0
12495	8zer_2	B	120	0	0	0	0	0	0	0	0	0	0	0	0	3	0.02	60	0.5	22	0.18	6.5	2.28	-1.5	3.0	-1.42	1.58	0.32	1.8	0.35	90.4	47.0	97.22	46.65	250.66	21.09	325.26	26.64	4746.5	6370.2	1623.7	0	0
12496	8zes_3	A	387	0	0	0	0	2	0	0	56	0	0	0	0	62	0.16	105	0.27	91	0.24	7.0	2.24	4.26	2.24	4.26	1.46	1.51	1.46	1.51	97.28	43.11	97.28	43.11	285.68	271.35	285.68	271.35	17954.1	19573.3	1619.2	2	0
12497	8zes_3	B	120	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	55	0.46	21	0.18	7.0	2.24	-1.99	2.24	-1.99	1.46	0.06	1.46	0.06	97.28	42.29	97.28	42.29	285.68	2.7	285.68	2.7	4688.6	6383.2	1694.6	0	0
12498	8zeu_1	A	107	0	0	0	0	0	0	0	0	0	0	0	0	66	0.62	0	0.0	18	0.17	7.5	7.77	9.68	6.96	9.48	2.34	0.88	2.09	0.86	431.47	184.92	434.36	185.64	1928.7	185.75	1775.49	192.73	7676.3	8450.9	774.6	0	10
12499	8zeu_1	B	431	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	220	0.51	88	0.2	7.5	7.77	-1.74	6.96	-2.44	2.34	1.47	2.09	1.13	431.47	43.67	434.36	42.43	1928.7	356.8	1775.49	257.55	18294.4	18991.4	697.0	0	6
12500	8zf6_0	A	576	0	0	0	0	0	0	0	17	295	0	0	0	131	0.23	206	0.36	141	0.24	6.7	1.26	-0.12	3.24	1.49	3.61	2.71	4.44	3.31	384.87	312.91	380.08	314.35	1256.75	706.48	1420.39	809.36	27341.0	28329.4	988.4	0	0
12501	8zf6_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	15	0.06	107	0.46	50	0.22	6.7	1.27	1.28	3.24	1.61	3.61	0.92	4.44	1.1	384.87	72.6	380.08	74.11	1256.75	111.47	1420.39	123.38	11133.9	11990.4	856.5	0	3
12502	8zf9_0	A	238	0	0	0	0	0	0	0	0	0	0	0	0	112	0.47	42	0.18	40	0.17	7.2	5.95	4.55	5.52	4.34	1.99	1.08	1.75	0.89	97.1	180.08	94.54	179.72	664.71	710.53	594.35	691.53	14664.5	15290.7	626.2	0	0
12503	8zf9_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	100	0.43	57	0.25	7.2	5.95	1.28	5.52	1.09	1.99	0.92	1.75	0.86	97.1	72.95	94.54	72.22	664.71	109.11	594.35	102.46	11157.2	11644.4	487.2	0	3
12504	8zf9_1	A	576	0	0	0	0	0	0	0	17	295	0	0	0	139	0.24	200	0.35	130	0.23	7.2	3.27	-0.1	2.47	-0.9	2.77	2.74	2.42	2.26	260.98	315.05	256.77	314.81	1055.46	723.12	995.69	662.74	26753.9	28080.9	1327.0	0	0
12505	8zf9_1	B	128	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	49	0.38	32	0.25	7.2	3.27	3.47	2.47	3.45	2.77	0.3	2.42	0.32	260.98	38.97	256.77	38.96	1055.46	7.75	995.69	8.48	5517.2	6877.4	1360.2	0	5
12506	8zfa_0	A	576	0	0	0	0	0	0	0	17	295	0	0	0	133	0.23	202	0.35	142	0.25	7.2	1.25	-0.12	0.33	-0.9	3.52	2.7	3.16	2.29	381.86	311.04	384.69	310.86	1236.8	705.51	1121.21	653.92	27001.8	28013.5	1011.7	0	0
12507	8zfa_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	12	0.05	104	0.45	52	0.22	7.2	1.25	1.28	0.33	1.09	3.52	0.91	3.16	0.86	381.86	73.97	384.69	73.22	1236.8	115.25	1121.21	108.85	10872.7	11753.1	880.4	0	3
12508	8zfc_0	A	575	0	0	0	0	0	0	0	17	295	0	0	0	127	0.22	207	0.36	141	0.25	7.6	1.2	-0.19	-1.08	-2.01	3.48	2.71	2.56	1.66	385.98	314.6	391.39	313.32	1214.87	728.82	887.19	626.62	27508.8	28499.6	990.8	0	0
12509	8zfc_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	106	0.46	53	0.23	7.6	1.2	1.27	-1.08	0.78	3.48	0.91	2.56	0.79	385.98	71.18	391.39	69.36	1214.87	113.73	887.19	104.42	11057.9	11918.0	860.1	0	3
12510	8zfj_0	A	583	0	0	0	0	0	0	0	0	0	0	0	0	134	0.23	214	0.37	141	0.24	8.5	-0.6	-1.54	-6.21	-5.58	3.12	2.48	3.35	2.07	392.31	304.86	386.95	297.02	1001.1	593.71	1308.38	746.21	24807.7	25923.1	1115.4	0	7
12511	8zfj_0	B	230	0	0	0	0	0	0	0	0	0	0	0	0	12	0.05	100	0.43	52	0.23	8.5	-0.6	0.92	-6.21	-0.69	3.12	0.68	3.35	1.36	392.31	66.62	386.95	65.09	1001.1	78.83	1308.38	126.17	10348.2	11315.4	967.2	0	0
12512	8zfz_0	A	579	0	20	1	0	0	0	0	31	295	0	0	0	127	0.22	187	0.32	146	0.25	6.5	1.56	0.05	5.02	2.87	3.8	2.49	5.0	3.76	317.2	245.14	310.57	249.49	1563.88	874.11	1704.89	1038.7	24451.3	25573.1	1121.8	0	7
12513	8zfz_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	83	0.36	55	0.24	6.5	1.56	1.42	5.02	2.09	3.8	0.95	5.0	1.25	317.2	70.55	310.57	72.83	1563.88	100.48	1704.89	125.06	10290.4	11278.9	988.5	0	0
12514	8zgu_0	A	350	0	0	0	0	2	0	0	0	0	0	0	0	40	0.11	141	0.4	82	0.23	7.0	-2.28	-4.96	-2.28	-4.96	3.26	1.92	3.26	1.92	329.46	120.21	329.46	120.21	2156.85	235.18	2156.85	235.18	16113.3	17095.3	982.0	0	20
12515	8zgu_0	B	440	0	0	0	0	0	0	0	0	0	0	0	0	30	0.07	219	0.5	91	0.21	7.0	-2.28	2.68	-2.28	2.68	3.26	1.19	3.26	1.19	329.46	68.19	329.46	68.19	2156.85	165.54	2156.85	165.54	18598.8	19646.0	1047.2	0	0
12516	8zh7_0	A	371	0	0	0	0	0	0	0	0	0	0	0	0	112	0.3	53	0.14	112	0.3	7.0	9.49	4.14	9.49	4.14	3.72	2.2	3.72	2.2	293.22	196.61	293.22	196.61	1108.37	811.07	1108.37	811.07	16139.6	16974.3	834.7	0	0
12517	8zh7_0	B	434	0	0	0	0	0	0	0	0	0	0	0	0	15	0.03	198	0.46	106	0.24	7.0	9.49	5.29	9.49	5.29	3.72	1.48	3.72	1.48	293.22	126.3	293.22	126.3	1108.37	412.77	1108.37	412.77	18859.2	19661.8	802.6	0	5
12518	8zh8_0	A	226	0	0	0	0	0	0	0	0	0	0	0	0	97	0.43	39	0.17	53	0.23	8.0	2.07	1.48	0.53	0.84	1.96	0.98	1.73	0.75	107.86	142.42	105.42	143.98	663.7	748.75	629.83	727.99	15119.1	15702.6	583.5	0	6
12519	8zh8_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	6	0.03	111	0.48	57	0.25	8.0	2.07	0.43	0.53	-0.35	1.96	0.91	1.73	0.96	107.86	89.99	105.42	86.97	663.7	164.21	629.83	167.26	11095.3	11539.8	444.5	0	0
12520	8zh8_1	A	337	0	0	0	0	0	0	0	0	295	0	0	0	30	0.09	161	0.48	88	0.26	8.0	0.04	-3.42	-2.18	-5.42	1.92	1.66	1.27	0.78	127.66	172.46	121.41	177.18	335.08	269.06	184.9	160.59	14082.9	14544.6	461.7	0	0
12521	8zh8_1	B	128	0	0	0	0	0	0	0	0	0	0	0	0	6	0.05	56	0.44	34	0.27	8.0	0.04	3.47	-2.18	3.15	1.92	0.31	1.27	0.58	127.66	40.96	121.41	40.72	335.08	3.27	184.9	12.55	6182.6	6640.5	457.9	0	0
12522	8zhe_0	A	1086	0	0	0	0	23	0	0	102	0	4	0	0	197	0.18	324	0.3	236	0.22	7.4	3.5	0.86	1.52	-0.62	3.51	2.33	2.63	1.8	664.73	483.94	677.16	505.77	11797.0	6080.2	9316.99	5098.15	57007.5	57777.7	770.2	15	20
12523	8zhe_0	B	442	0	0	0	0	0	0	0	0	0	0	0	0	18	0.04	180	0.41	117	0.26	7.4	3.5	2.6	1.52	2.0	3.51	1.18	2.63	0.92	664.73	143.65	677.16	140.51	11797.0	531.1	9316.99	419.32	20939.7	21721.5	781.8	0	7
12524	8zhf_0	A	1086	0	0	0	0	23	0	0	102	0	4	0	0	208	0.19	312	0.29	235	0.22	7.4	3.64	0.94	1.59	-0.56	3.55	2.3	2.7	1.84	657.83	477.21	666.04	499.74	12279.8	6161.22	9415.64	5157.55	57289.0	58073.9	784.9	15	20
12525	8zhf_0	B	442	0	0	0	0	0	0	0	0	0	0	0	0	17	0.04	179	0.4	117	0.26	7.4	3.64	2.64	1.59	2.02	3.55	1.17	2.7	0.94	657.83	145.2	666.04	140.72	12279.8	722.05	9415.64	574.65	20972.4	21779.7	807.3	0	7
12526	8zhg_0	A	196	0	0	0	0	1	0	0	28	0	0	0	0	18	0.09	44	0.22	57	0.29	7.4	-1.18	2.66	-1.57	2.47	1.24	0.46	1.21	0.46	137.39	28.45	138.83	29.15	513.52	52.37	452.08	53.98	10351.5	11159.4	807.9	1	0
12527	8zhg_0	B	229	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	97	0.42	60	0.26	7.4	-1.18	-3.71	-1.57	-3.92	1.24	0.75	1.21	0.67	137.39	77.2	138.83	78.79	513.52	152.27	452.08	137.34	10285.4	11092.1	806.7	0	0
12528	8zhk_2	A	1086	0	0	0	0	23	0	0	102	0	4	0	0	182	0.17	308	0.28	254	0.23	7.4	6.4	0.84	4.41	-0.62	4.31	2.25	3.36	1.72	775.85	455.6	793.89	477.69	14264.3	5792.19	11273.5	4904.23	56125.9	56980.6	854.7	15	20
12529	8zhk_2	B	444	0	0	0	0	0	0	0	0	0	0	0	0	20	0.05	206	0.46	110	0.25	7.4	6.4	5.58	4.41	5.02	4.31	1.69	3.36	1.46	775.85	92.38	793.89	86.75	14264.3	1204.2	11273.5	1072.54	19561.7	20340.2	778.5	0	7
12530	8zhn_2	A	1086	0	0	0	0	23	0	0	102	0	4	0	0	187	0.17	302	0.28	253	0.23	7.4	7.5	0.84	5.55	-0.62	4.24	2.22	3.26	1.71	820.61	483.71	844.57	504.66	13945.7	5776.32	11614.6	4876.75	56433.5	57609.7	1176.2	15	20
12531	8zhn_2	B	440	0	0	0	0	0	0	0	0	0	0	0	0	13	0.03	188	0.43	108	0.25	7.4	7.5	6.64	5.55	6.08	4.24	1.68	3.26	1.47	820.61	65.93	844.57	66.63	13945.7	392.22	11614.6	317.73	20430.2	21567.9	1137.7	0	0
12532	8zho_0	A	629	0	0	0	0	15	0	0	74	0	0	0	0	21	0.03	233	0.37	154	0.24	7.4	8.81	2.16	7.36	1.28	3.3	1.53	2.73	1.29	421.52	203.32	436.86	212.39	7164.83	1141.43	6038.87	921.12	33373.3	34557.4	1184.1	1	7
12533	8zho_0	B	440	0	0	0	0	0	0	0	0	0	0	0	0	16	0.04	196	0.45	100	0.23	7.4	8.81	6.65	7.36	6.09	3.3	1.7	2.73	1.46	421.52	67.02	436.86	68.1	7164.83	312.2	6038.87	234.17	20120.3	21307.8	1187.5	0	0
12534	8zho_1	A	629	0	0	0	0	15	0	0	74	0	0	0	0	21	0.03	231	0.37	155	0.25	7.4	7.83	2.26	6.33	1.33	3.67	1.62	2.92	1.33	309.31	196.59	313.44	207.11	3446.59	1196.87	2764.53	981.85	33824.0	34668.9	844.9	1	7
12535	8zho_1	B	444	0	0	0	0	0	0	0	0	0	0	0	0	23	0.05	209	0.47	111	0.25	7.4	7.83	5.6	6.33	5.03	3.67	1.68	2.92	1.48	309.31	91.29	313.44	85.32	3446.59	1237.15	2764.53	1152.5	19739.6	20586.8	847.2	0	8
12536	8zhp_2	A	629	0	0	0	0	15	0	0	74	0	0	0	0	21	0.03	231	0.37	160	0.25	7.4	8.77	2.12	7.31	1.28	3.34	1.56	2.67	1.27	415.52	199.12	430.76	207.28	7183.16	1115.79	6010.65	875.91	33115.5	34180.4	1064.9	1	7
12537	8zhp_2	B	440	0	0	0	0	0	0	0	0	0	0	0	0	7	0.02	198	0.45	109	0.25	7.4	8.77	6.64	7.31	6.08	3.34	1.68	2.67	1.47	415.52	65.46	430.76	66.51	7183.16	329.63	6010.65	255.92	19806.1	20929.1	1123.0	0	0
12538	8zhq_0	A	321	0	0	0	0	0	0	0	0	0	0	0	0	72	0.22	93	0.29	73	0.23	7.2	4.63	-1.18	3.85	-1.63	2.66	1.35	2.19	1.09	224.31	156.78	225.94	156.38	1953.86	424.28	1778.29	361.63	13941.1	14607.9	666.8	0	0
12539	8zhq_0	B	420	0	0	0	0	0	0	0	0	0	0	0	0	12	0.03	113	0.27	108	0.26	7.2	4.63	5.86	3.85	5.51	2.66	1.34	2.19	1.13	224.31	36.69	225.94	35.62	1953.86	279.76	1778.29	256.21	19027.7	19687.7	660.0	1	3
12540	8zhq_1	A	321	0	0	0	0	0	0	0	0	0	0	0	0	72	0.22	93	0.29	73	0.23	7.2	1.74	-1.18	1.09	-1.63	2.12	1.35	1.86	1.09	284.72	156.78	289.85	156.38	2596.98	424.28	2181.89	361.63	14005.9	14607.9	602.0	0	0
12541	8zhq_1	B	431	0	0	0	0	0	0	0	0	0	0	0	0	27	0.06	172	0.4	99	0.23	7.2	1.74	2.93	1.09	2.75	2.12	0.73	1.86	0.63	284.72	94.85	289.85	92.48	2596.98	414.05	2181.89	372.4	17866.9	18425.6	558.7	0	5
12542	8zjd_0	A	565	0	9	0	0	0	0	1	19	295	0	0	0	128	0.23	202	0.36	140	0.25	7.4	-9.06	-9.66	-11.01	-11.29	4.09	2.96	2.97	2.06	558.57	404.53	575.78	410.51	2086.42	1130.0	1498.63	886.97	25833.1	26819.7	986.6	0	0
12543	8zjd_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	18	0.08	113	0.49	45	0.19	7.4	-9.06	0.41	-11.01	0.1	4.09	0.94	2.97	0.82	558.57	91.63	575.78	90.3	2086.42	169.57	1498.63	165.99	10386.7	11248.4	861.7	0	2
12544	8zje_0	A	565	0	9	0	0	0	0	1	19	295	0	0	0	123	0.22	197	0.35	145	0.26	7.4	-9.2	-9.73	-11.12	-11.32	3.99	2.82	2.93	2.13	560.81	401.29	575.81	407.71	2140.6	1117.17	1574.09	931.88	25584.6	26635.2	1050.6	0	0
12545	8zje_0	B	231	0	0	0	0	0	0	0	0	0	0	0	0	15	0.06	108	0.47	52	0.23	7.4	-9.2	0.42	-11.12	0.1	3.99	0.95	2.93	0.83	560.81	96.09	575.81	94.72	2140.6	172.78	1574.09	169.98	10659.5	11592.8	933.3	0	2
12546	8zjg_0	A	560	0	16	0	0	0	0	0	30	295	0	0	0	120	0.21	203	0.36	141	0.25	7.4	-9.17	-9.14	-11.08	-10.67	4.03	3.24	2.89	2.37	476.64	339.44	491.81	343.19	2484.42	1290.44	1989.24	1131.37	26146.3	27108.2	961.9	0	0
12547	8zjg_0	B	233	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	105	0.45	50	0.21	7.4	-9.17	0.03	-11.08	-0.37	4.03	0.78	2.89	0.57	476.64	89.01	491.81	87.31	2484.42	178.66	1989.24	168.42	11356.1	12218.6	862.5	0	0
12548	8zme_0	A	561	0	0	0	0	0	0	0	0	0	0	0	0	114	0.2	198	0.35	143	0.25	7.0	-0.18	-0.71	-0.18	-0.71	4.07	2.75	4.07	2.75	455.69	386.39	455.69	386.39	912.14	456.59	912.14	456.59	30017.1	30849.6	832.5	0	10
12549	8zme_0	B	232	0	0	0	0	0	0	0	0	0	0	0	0	9	0.04	111	0.48	53	0.23	7.0	-0.18	0.44	-0.18	0.44	4.07	0.98	4.07	0.98	455.69	93.72	455.69	93.72	912.14	170.43	912.14	170.43	12056.6	12837.2	780.6	0	0
12550	8znz_0	A	524	0	12	0	0	4	0	1	3	0	2	0	0	139	0.27	118	0.23	134	0.26	7.4	2.27	-1.68	0.46	-3.36	3.07	2.24	2.48	1.75	135.55	78.81	142.5	79.1	711.21	257.78	685.61	169.14	21800.9	22618.6	817.7	0	0
